"Date of Encashment",Name of the Political Party,Denomination
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
14/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
15/May/2019,AAM AADMI PARTY,"1,00,00,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,00,00,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"10,00,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"10,00,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"10,00,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"10,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"10,00,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"1,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"10,00,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"10,00,000"
15/May/2019,BHARAT RASHTRA SAMITHI,"10,000"
15/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
15/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","1,00,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
16/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
17/May/2019,BHARAT RASHTRA SAMITHI,"1,00,00,000"
17/May/2019,BHARAT RASHTRA SAMITHI,"1,00,00,000"
17/May/2019,BHARAT RASHTRA SAMITHI,"1,00,00,000"
17/May/2019,BHARAT RASHTRA SAMITHI,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
20/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
20/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
20/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
20/May/2019,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE","10,00,000"
21/May/2019,AAM AADMI PARTY,"1,00,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
22/May/2019,BHARAT RASHTRA SAMITHI,"1,00,00,000"
22/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
22/May/2019,BHARTIYA JANTA PARTY,"10,00,000"
22/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
22/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
22/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
22/May/2019,BHARTIYA JANTA PARTY,"1,00,000"
11/Jul/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
11/Jul/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
11/Jul/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
11/Jul/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
11/Jul/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
15/Jul/2019,ALL INDIA TRINAMOOL CONGRESS,"10,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
18/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
20/Jul/2019,BIJU JANATA DAL,"1,00,00,000"
22/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
22/Jul/2019,BHARTIYA JANTA PARTY,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
03/Oct/2019,ALL INDIA TRINAMOOL CONGRESS,"1,00,00,000"
05/Oct/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"1,00,00,000"
05/Oct/2019,NATIONALIST CONGRESS PARTY PARLIAMENT OF,"1,00,00,000"
05/Oct/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
05/Oct/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
05/Oct/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
09/Oct/2019,SHIVSENA,"1,00,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"1,00,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
09/Oct/2019,SHIVSENA (POLITICAL PARTY),"10,00,000"
10/Oct/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,"10,00,000"
10/Oct/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,"10,00,000"
10/Oct/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,"10,00,000"
10/Oct/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,"10,00,000"
10/Oct/2019,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,"10,00,000"
